on
pääsi
mennyt
kuolee
haen
muutama
viikon
vien
turpa
katsotaan
mike
odotan
sun
välillä
väärässä
luottaa
kohti
usein
kuukautta
aiotko
tyhmä
koira
mielestäni
ostaa
pidätkö
eräs
jutun
näkemiin
t
minähän
samalla
helvettiin
vihaan
turvassa
alan
pojan
talon
ymmärtää
puolella
pitkään
haittaa
kuulu
kuluttua
veli
kuningas
jimmy
käytä
syy
kaikesta
sairas
hae
auttakaa
sattuu
kysy
the
pysykää
onnellinen
mestari
kahdeksan
etsi
pelastaa
naimisissa
vuotias
kunnolla
rauhallisesti
lähtien
ammu
mitäs
katson
kahvia
jutella
vihainen
totuus
täydellinen
selvää
lopettakaa
viikolla
painu
äkkiä
pysyä
pää
varovainen
nukkumaan
minuutin
viikkoa
tekisi
ajatus
kuulemma
yritti
iltaa
ketä
millainen
taidan
elämän
eversti
ystäväsi
harry
suurin
tekemistä
viimeksi
melko
yhteyttä
kovasti
kohtaan
aloittaa
paul
kertoo
näkee
tahdon
selittää
lähdemme
mieheni
soitti
pitäisikö
tiedätte
mentävä
autoon
tietä
tuohon
enempää
ben
ilta
tärkeä
helvetissä
saman
tällaista
hetkellä
tapaamaan
james
tarina
tajua
loistava
vannon
haluatteko
peter
bob
otti
kaupungin
koske
kerralla
ylpeä
pahaa
loistavaa
juokse
edelleen
musta
arvaa
enpä
keitä
käyn
elämää
tiedättekö
selville
pääsee
taakse
asiasta
oltava
yön
otetaan
maailmassa
rauhassa
äidin
palaan
tietenkään
lääkäri
ajatella
pääsemme
oie
pelkkä
kuuletko
leikkiä
jälleen
näitkö
asuu
vaimo
ampua
vieläkin
voimmeko
tietävät
eteen
aja
kuunnelkaa
annoin
hyvän
johtaja
tarvitaan
noita
mietin
uutisia
vuosi
puhutaan
ajatellut
millä
jotenkin
perhe
naisia
sekaisin
johtaa
teimme
vei
eroon
kirjoittaa
isän
ihana
menin
pidetään
suomennos
osaan
ihmisen
ainakaan
tähden
peli
pääset
ihmistä
jätti
lähettää
mihinkään
herää
ethän
esiin
pane
tarkoitus
vittua
ellei
antanut
tarjoaa
hittoa
kauanko
omaa
enkö
unta
tien
otin
sanovat
tekeillä
yrität
upea
billy
viekää
tehneet
ray
kova
varovasti
hyvästi
kaikista
ensimmäisen
max
löydä
lukea
vapaa
näki
viesti
toi
tunnet
paikkaa
äläkä
oven
muiden
jep
keskellä
kuulitko
lapsen
jostain
pienen
johnny
s
lisäksi
niille
tappanut
unohdin
fbi
lähetti
suunnitelma
mukaani
liiku
uskonut
ainoastaan
näistä
laske
mary
ikuisesti
olisivat
pitävät
tietoa
vuosia
todellakaan
mahdollisuus
naista
käymään
olekaan
tyttäreni
puhunut
nykyään
kuolema
kolmen
jonkin
unohtaa
hra
kätesi
bobby
saisinko
kaupunki
alusta
mahdotonta
pyydä
halusit
näytti
alex
jim
san
löytyy
kaunista
työ
etsimään
tilaa
juo
pystyt
bill
maata
puolet
onnistu
nukkua
tunnetko
ilmeisesti
poliisille
taisi
tuoda
oikeus
toin
pääsen
päähän
olitte
puhumaan
maassa
tiesi
kiitti
sekuntia
kenenkään
tulemme
vedä
tieltä
kuva
minäkään
kiire
hiukan
totuuden
henry
poliisit
tälle
parempaa
seuraavaksi
myöhäistä
tavallaan
vialla
sepä
paikkaan
pyysi
autan
maa
seksiä
pysähdy
silmät
setä
nick
päästäkää
huolehdi
jäi
sopiiko
talossa
aikoo
uusia
sota
oikoluku
todellako
agentti
estää
tapasin
tosissasi
nälkä
suuntaan
vankilaan
luojan
ihme
vitsi
monet
mieluummin
itseään
o
jokaisen
eddie
näit
kenelle
herran
tri
typerä
lupaa
matka
asiaan
lhan
etsiä
auttamaan
olisimme
montako
isänsä
lyö
kesken
pelkään
lopulta
millaista
vetää
olevansa
lähes
heippa
paikassa
autossa
usa
haluaisitko
tehkää
kiirettä
mennyttä
hetkeksi
yllätys
järkeä
puhuin
helppo
sana
vaimosi
loput
lasta
autoa
valmista
kutsua
kylmä
rakkaus
kaupungissa
paikalle
poikki
lentää
kuoleman
yrittänyt
huone
matkaa
pystyn
avulla
ollenkaan
todistaa
poliisin
näiden
kutsutaan
yhdeksän
käske
pelata
tavannut
ulkopuolella
kaikilla
professori
syömään
oi
huonosti
menemään
kenellekään
tulivat
aikaisemmin
vähemmän
selvittää
valita
valitettavasti
luulee
luutnantti
voidaan
tony
olevasi
toisella
kuuma
tulehan
tv
d
kiittää
hienosti
kertokaa
tiesit
tuntui
aamuna
pitkälle
riitä
lukee
huora
varaa
onhan
hakea
istua
tarkoita
löytänyt
siistiä
käski
ylhäällä
vetoa
johtuu
väsynyt
ajattelen
luokse
nopeammin
mutten
mieti
viimeisen
valmiiksi
veljesi
tulta
varmaankin
itseäni
sairaalaan
oien
ääni
tuomari
saitko
tää
tunsin
huoneessa
kovaa
yö
saatanan
nähneet
sarah
outo
tyttöä
löysimme
jake
laitan
tuletko
sulje
pelottaa
hyväksi
pitämään
pidin
päässyt
tuntenut
toiseen
aseita
juhlat
mitkä
mistään
hengissä
vahva
i
hullua
tommy
eipä
oii
käskin
tarkoitatko
päättää
soitin
kuvitella
moni
maksan
ehdottomasti
välittömästi
etsivä
annat
johon
danny
käänny
takaa
katsos
voisitteko
sinäkö
lähdössä
olisiko
samaan
ääliö
matkaan
todellinen
jään
vaarallista
kiinnosta
työn
sodan
mielelläni
ihanaa
vankilassa
odottanut
hyppää
jolloin
kunpa
tarkoittanut
ajattelet
löysi
valkoinen
hemmetti
omat
koulussa
loppuu
puhui
kutsu
kuulen
tuntea
tekivät
suu
l
mennessä
j
puhelin
vaihtaa
sopimus
juttuja
kävin
steve
niillä
suhteen
kuukauden
saaneet
nimeltä
menevät
täytyi
metriä
peliä
päivässä
kiinnostunut
illan
k
yhtäkkiä
charles
sanoivat
voiko
autosta
todisteita
kutsuu
toimia
olevani
kunnia
tapahtua
kuole
taidat
maailmaa
suuren
lailla
pysäytä
kuvia
hoida
toisin
avaimet
huolissani
tapoit
hiton
kuunnella
helposti
missään
muuttunut
henkilö
kaikkialla
menettää
puolen
alhaalla
viestin
avain
tulimme
kysyin
ottanut
vuoteen
luokseni
löydän
koulun
kersantti
saatana
monia
lasten
sellaisen
kerrot
annetaan
lahja
nosta
itsellesi
tahdo
löydämme
tekevän
mitenkään
johonkin
ruumis
kuolemaa
hitaasti
kuolemaan
parin
esittää
jessus
kyytiin
näyttävät
h
perillä
itsekin
otamme
kanssamme
rakkautta
jatkakaa
tapaa
hulluksi
saakka
kone
pitääkö
vaatteet
otat
lähdet
richard
juotavaa
saatava
oppia
kenet
päästää
etsimme
aseen
kuitenkaan
osaat
vau
tie
olo
aloitetaan
piru
naisten
pidämme
heittää
onnekas
kolmas
varokaa
valmiita
kysyn
musiikkia
kivaa
ettemme
vastata
äitinsä
elämäsi
martin
chris
pysäyttää
muistaa
kaupunkiin
näemme
com
pitkin
tietoja
sijaan
viiden
pyysin
perheen
kuolen
mua
vastaus
uskotko
kuolet
kanssanne
dollarin
c
esitellä
tuollaista
vanhan
p
kertomaan
juttua
taisin
väliin
sanoinhan
osan
tuhota
ellet
valot
suokaa
kuolleet
syystä
jumalauta
meneillään
pahasti
majuri
prinsessa
hyötyä
tuokaa
los
kirja
kuvan
riippuu
lähetä
vauva
toiset
mielestä
jätän
oh
ison
tämänkin
lainkaan
nimeä
opettaa
jonnekin
kiinnostaa
ampui
vitut
oikealle
tullaan
oikean
entäs
myydä
erään
jätkä
ehkäpä
vittuun
tulitte
väärä
palannut
tajusin
b
sanaa
puhelimessa
muutakin
lapseni
vaatii
käsi
joudun
huomannut
potkut
tosissani
täydellistä
kamu
aseet
ennenkin
perheeni
kokonaan
niihin
ensimmäistä
annoit
sanoisin
amerikan
komentaja
perässä
tiesitkö
keksin
huomaa
tuollainen
nimen
mulkku
tuntee
asioista
poikasi
de
rakastunut
tuolta
konstaapeli
jaksa
joulua
punainen
jonain
robert
tanssia
joilla
ä
odotamme
rakastat
hankkia
vikaa
toivoa
sujuu
tekisin
myöhään
vihaa
koskee
emmekö
saivat
tiedot
raskaana
pelkkää
tulevan
voitteko
tappamaan
miesten
löysit
uudet
ajat
armeijan
kilometriä
tulemaan
jane
sua
kutsun
pientä
dave
siten
polttaa
ilo
karkuun
muttei
kas
olemmeko
istukaa
silmäsi
etteivät
liittyy
miehesi
huomio
taivas
perään
tarkoitin
andy
kate
päällikkö
aikoina
luulisin
istumaan
itsestäsi
tajuatko
kirjan
soittanut
m
don
niinhän
viikko
sotilas
ketkä
sydän
sairaalassa
la
mut
isi
selvästi
arvoinen
ajoissa
tapaamme
tekemässä
tunti
kuntoon
asua
kävellä
vastuussa
jerry
vasemmalle
pulassa
keksi
mukaasi
sänkyyn
sellaisia
homo
tä
fiksu
katosi
tavataan
kannattaa
avatkaa
kuolleita
kuvaa
aikaisin
pistä
vesi
tyytyväinen
lee
tietävän
lukenut
lue
yritämme
vieläkään
tosin
kokeilla
ottamaan
pakoon
eniten
sovi
perkele
jatkuvasti
kasvaa
kahdesti
walter
saisin
söpö
tältä
kokeile
satuttaa
liikkuu
tahdot
ihmisille
löytyi
mark
sopimuksen
kannata
kristus
pirun
jätin
valitan
armeija
sinussa
upeaa
minnekään
lopussa
toiselle
teetä
kouluun
ssa
ryhmä
vaimonsa
avata
muutkin
yrittävät
ssä
oon
kerroit
aiheuttaa
eivätkä
homman
suojella
merkki
ammun
pyhä
lähtemään
ostin
palveluksen
sta
taistella
tytär
ensimmäisenä
luin
asun
tutustua
kadonnut
erossa
kenties
poikaa
kyseessä
työni
saapuu
kevin
emmekä
kaipaa
kamalaa
näette
laulaa
maksa
pudota
sheriffi
murhaaja
asetta
ellen
äsken
tapaan
sanat
puolestani
huolimatta
komea
muun
pääsit
saatan
joista
tarjota
keino
prosenttia
minuutissa
tainnut
autoni
niissä
muuttuu
ruumiin
tarinan
kamaa
korjata
will
meiltä
teitte
typerys
katsomassa
löydät
pystyy
huolehtia
joudut
larry
kysymyksiä
sankari
haisee
tavoin
nousee
juoda
päiväys
paikasta
puhumme
kuulit
muistakaa
huumeita
esimerkiksi
apuasi
william
suurta
haluaisit
uskoo
elämänsä
kelpaa
lähelle
kumpi
